entity_id,region_code,region_name,country_code,country_name,revenue,overall_score,environmental_score,social_score,governance_score,target_scope_1,target_scope_2,activity_type,activity_code,env_score_adjustment,env_score_adjustment_capped,sdg_id,sdg_name,Sector_Comp_1,Sector_Comp_2,Sector_Comp_3,Sector_Comp_4,Sector_Comp_5,Sector_Comp_6,Sector_Comp_7,Sector_Comp_8,Sector_Comp_9,Sector_Comp_10,num_env_activities,has_env_activity,avg_env_adjustment,num_sdgs,has_sdg,unique_sdgs
972,WEU,Western Europe,IT,Italy,16300000000.0,2.218,2.407,2.056,2.071,104418.0,232269.0,Operation,MTH002,-0.1,-0.1,7.0,Affordable and Clean Energy,-0.13793709988118308,1.3853536861790445,-0.013033852099997465,-0.006688469096347958,-0.020471300954042263,-0.00560826089373522,0.0019924739124525734,-0.004593977281562494,0.007990145626831749,-0.021705962575423527,4,1,-0.1,4,1,2
999,WEU,Western Europe,NL,Netherlands,4110000000.0,1.987,2.12,2.014,1.714,3684.0,204.0,Operation,MTH001,-0.25,-0.25,16.0,"Peace, Justice and Strong Institutions",-0.1641063182130475,1.9198088458459224,0.004875332765007682,0.0006581026110552716,-0.006033703185072026,-0.000617013589950992,0.006994201454188116,-0.008010373879414159,0.003246385936713432,-0.00851733504019293,2,1,-0.25,2,1,2
1054,WEU,Western Europe,FR,France,1250000000.0,2.885,3.46,1.984,2.929,1375.0,2510.0,Operation,X.XX.3.B,-0.25,-0.25,4.0,Quality Education,-0.06413957025256888,-0.07651922507012324,-0.05150339349317676,-0.020428685294355885,-0.04828742285681476,-0.012989443119372775,0.011685263035700307,-0.01273536182940113,0.02150134445061405,-0.05284472367826766,1,1,-0.25,1,1,1
1055,WEU,Western Europe,LU,Luxembourg,1704800000.0,3.133,3.8,2.8,2.333,63214.0,56730.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.0763579843217345,-0.10339842679229896,-0.07355041448732683,-0.11010366736864789,0.8900510804867805,0.09885137694421459,-0.09620696383180279,0.011202562674327433,-0.035777417282422,0.11126919471787056,1,1,-0.1,1,1,1
1060,WEU,Western Europe,FR,France,563108000.0,2.769,2.798,2.434,3.119,16227.0,163.0,Disposal ,C.25.06.P,0.060046918,0.060046918,7.0,Affordable and Clean Energy,-0.0640181265987833,-0.0737824344559893,-0.05093240400517512,-0.01546069698375347,-0.04776536155378582,-0.0019098145629168842,0.016198112747967123,-0.008766272942135696,0.024056720477516478,-0.05711579038979732,2,1,0.060046918,2,1,1
1063,WEU,Western Europe,PT,Portugal,5142600000.0,2.727,2.54,2.203,3.69,31861.0,74807.0,Disposal ,Q.86.1.P,0.03242468,0.03242468,9.0,"Industry, Innovation and Infrastructure",-0.11281191375448073,0.9237017723150547,-0.020259792873644794,-0.008358107753242717,-0.022386406810018484,-0.005294527883963835,0.010462314444123594,-0.00685017502052043,0.01174576894437578,-0.025936140100299352,1,1,0.03242468,1,1,1
1064,WEU,Western Europe,FR,France,715000000.0,3.177,3.742,2.617,2.833,12698.0,1814.0,Farming,A.1.3.B,-0.25,-0.25,2.0,Zero Hunger,-0.06721866723635966,-0.08362011033652308,-0.06409812444787982,-0.028052150301538934,-0.06511412071928806,-0.018791327351336193,0.030326213399853818,-0.01352393149804028,0.050269365154134785,-0.12968796517362738,1,1,-0.25,1,1,1
1074,WEU,Western Europe,FR,France,1283277000.0,3.37,3.9,3.3,2.5,13537.81,5076.68,Operation,G.47.4.B,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.06721866723636,-0.08362011033652339,-0.06409812444787971,-0.028052150301538945,-0.06511412071928795,-0.01879132735133609,0.030326213399854224,-0.013523931498040516,0.0502693651541349,-0.12968796517362782,1,1,-0.1,1,1,1
1077,WEU,Western Europe,FR,France,1406689000.0,3.077,3.29,3.12,2.643,3008.0,3062.0,Transportation,M.70.4.P,0.1,0.1,12.0,Responsible Consumption and Production,-0.06253518330165952,-0.07404533293237708,-0.046078369309081914,-0.018777223762818727,-0.043044918105375314,-0.011608132334995637,0.028450483204110782,-0.004070464912883092,0.01280864480127378,-0.04088163971222081,2,1,0.1,2,1,1
1078,NAM,Northern America,US,United States of America,6120000000.0,3.068,3.8,3.039,1.786,8825.0,1597.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.08412988336988411,-0.1178847034342223,-0.0986215392885976,-0.1603171385354669,1.2962938385507532,0.1407744895494697,-0.14971302333321,0.01740508052630849,-0.044887469725258866,0.15647248554689802,4,1,-0.2,4,1,3
1079,WEU,Western Europe,LU,Luxembourg,715000000.0,3.083,3.25,3.0,2.881,2203.0,2288.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.0648631109698732,-0.07765882210363917,-0.05341591071698577,-0.02146426607622163,-0.051925420322950624,-0.014249031935179624,0.009178211633640321,-0.01669380911141675,0.0207104772626481,-0.05527986470248503,1,1,-0.1,1,1,1
1091,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,2350200000.0,3.07,3.653,2.711,2.452,242.4,1726.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.06486311096987317,-0.07765882210363885,-0.053415910716985836,-0.021464266076221098,-0.051925420322950534,-0.014249031935179693,0.009178211633640285,-0.016693809111416876,0.020710477262647756,-0.05527986470248522,1,1,-0.1,1,1,1
1129,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1041090000.0,3.119,3.714,1.988,3.405,11057.0,14914.0,Other,ENVIB010,-0.1,-0.1,4.0,Quality Education,-0.06413957025256897,-0.07651922507012385,-0.051503393493176744,-0.02042868529435602,-0.04828742285681383,-0.012989443119372663,0.011685263035700043,-0.012735361829401267,0.021501344450614343,-0.05284472367826739,1,1,-0.1,1,1,1
1131,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,5100000000.0,3.482,3.071,5.0,2.4,7455.0,14923.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.06648592634551877,-0.08030684926123323,-0.05784283171434505,-0.023557323786227553,-0.05776555118932462,-0.015514479368850054,0.0212187838545708,-0.011619582435816175,0.03419634661233093,-0.07873151340714926,1,1,-0.1,1,1,1
1132,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1115200000.0,3.244,3.913,3.0,2.333,173229.0,57301.0,Raw materials,C.32.41.B,-0.087032617,-0.087032617,12.0,Responsible Consumption and Production,-0.07567806234678298,-0.10227035427499372,0.7572810654827733,0.020365748298314782,-0.023437745128090756,-0.0034803705202293214,0.01898940091357758,-0.005893381830977309,0.02690267574557515,-0.394925430292203,1,1,-0.087032617,1,1,1
1140,WEU,Western Europe,NL,Netherlands,417000000.0,2.776,2.793,3.0,2.476,78.0,126.0,Operation,J.58.101.B,-0.25,-0.25,9.0,"Industry, Innovation and Infrastructure",-0.07707564101513346,-0.09865441676688526,-0.1071448501957678,-0.059689558748854836,-0.2525956311239548,-0.10707276959673752,-0.5370630769608594,-0.5037522455870942,-0.3529815359980351,0.23750780055107995,1,1,-0.25,1,1,1
1142,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,716484000.0,2.943,3.761,2.383,2.143,6347.0,3709.0,Operation,MTH002,-0.138696255,-0.138696255,3.0,Good Health and Wellbeing,-0.07707533289601176,-0.09852446576940281,-0.09328569646401275,-0.05649362541656091,-0.1325018880724379,-0.05755398009425405,0.7411583326519358,0.12480714468848769,-0.423268913369633,0.33701680211114043,4,1,-0.138696255,4,1,1
1157,WEU,Western Europe,DK,Denmark,7780000000.0,3.185,3.65,2.9,2.69,74384.0,19399.0,Operation,MTH002,-0.1,-0.1,9.0,"Industry, Innovation and Infrastructure",-0.06575512034462598,-0.07863815336568357,-0.06892385772206129,-0.046329850178441746,0.10622993041630074,-0.0014990829315399286,-0.011259966100174297,-0.0048324688176679025,0.03459135797538169,-0.052862079020133124,1,1,-0.1,1,1,1
1160,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,754600000.0,2.729,3.0,2.988,1.929,1293.0,1005.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.06323855479024303,-0.07464738197311738,-0.051393582146922995,-0.021301021265081387,-0.058170997979516935,-0.01864753472941915,-0.03348615787957418,0.09666235806168465,0.02180944079588015,-0.023475609827212144,2,1,-0.1,2,1,2
1162,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1123600000.0,2.857,3.2,2.4,2.786,205.9,3932.5,Operation,J.58.20.P,0.1,0.1,16.0,"Peace, Justice and Strong Institutions",-0.07174603607280546,-0.08521224866061229,-0.08548818225276728,-0.04498812689504525,-0.185533537644819,-0.07732704302741153,-0.3924608517350475,0.8328046843023882,0.03217930673938533,0.1328207189998466,1,1,0.1,1,1,1
1170,NAM,Northern America,CA,Canada,2664900000.0,3.213,3.913,2.977,2.238,22879.0,910.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.07421425499084314,-0.0984796410629541,0.08518661249239311,-0.07319745312578586,0.5675621851065638,0.060341757549576894,-0.058179724961171124,0.004907677234840393,-0.010498132308119995,-0.01609272604426376,3,1,-0.10000000000000002,3,1,2
1171,WEU,Western Europe,ES,Spain,951029000.0,3.892,4.823,3.894,2.214,9866.0,21117.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.06449349754060808,-0.07727885775256972,-0.04133203849036114,-0.020743703887732678,-0.05388665813186375,-0.015020552115008445,0.030925206603771384,-0.02824166359569172,0.1275164928332429,-0.013055869493922673,3,1,-0.10000000000000002,3,1,1
1179,WEU,Western Europe,ES,Spain,421000000.0,3.252,3.52,2.88,3.214,21074.42,34687.78,Other,ENVIB010,-0.2,-0.2,3.0,Good Health and Wellbeing,-0.06721866723635983,-0.0836201103365233,-0.06409812444787931,-0.028052150301538868,-0.06511412071928802,-0.018791327351336134,0.030326213399854057,-0.0135239314980406,0.05026936515413482,-0.12968796517362774,1,1,-0.2,1,1,1
1181,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,3050000000.0,2.853,3.387,2.882,1.857,18199.0,4680.0,Operation,MTH002,-0.1,-0.1,9.0,"Industry, Innovation and Infrastructure",-0.0657551203446259,-0.07863815336568347,-0.06892385772206133,-0.04632985017844175,0.10622993041630095,-0.0014990829315399189,-0.011259966100174367,-0.004832468817668148,0.034591357975381626,-0.052862079020133096,1,1,-0.1,1,1,1
1182,WEU,Western Europe,FR,France,1210000000.0,2.703,3.103,2.47,2.262,14193.0,30353.0,End-use,F.42.12.P,0.1325,0.1325,9.0,"Industry, Innovation and Infrastructure",-0.07447982846763365,-0.09840415385750646,0.5412893428240978,0.007619851396735646,-0.03575422909627339,-0.007309682476917355,0.023786237920723253,-0.011908730360440255,0.05269361899679157,-0.3129431057692514,6,1,0.1325,6,1,2
1190,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,2850000000.0,2.548,2.495,2.905,2.214,134278.0,4842.0,Disposal ,C.28.40.P,0.031,0.031,12.0,Responsible Consumption and Production,-0.12960714105734755,-0.22551255841077064,5.155338573716066,0.2846125832297865,-0.07879418142571838,-0.022179253219323753,-0.19685133579153796,0.04169684028555917,-0.194809525544969,2.2780791421129343,16,1,0.054,16,1,1
1195,WEU,Western Europe,FR,France,6050000000.0,3.17,3.859,3.449,1.595,45800.0,3500.0,Farming,I.56.1.B,-0.07258118,-0.07258118,12.0,Responsible Consumption and Production,-0.06582396922761155,-0.08079578702812083,0.019088934353365783,-0.01852659047449545,-0.04810991185709458,-0.013319623092414815,0.021203893784535188,-0.008422139590870549,0.033848943328406815,-0.11192903811327298,5,1,-0.07258118,5,1,1
1198,WEU,Western Europe,AT,Austria,1855872600.0,2.972,3.028,2.827,3.048,35049.0,5536.0,Disposal ,C.32.63.P,0.055662483,0.055662483,7.0,Affordable and Clean Energy,-0.07875819572279516,-0.1010939372369992,-0.098784117916774,-0.050789035448844895,-0.052848220781669404,-0.03327187868991601,0.07522934383887601,-0.06495254132754068,0.2742284781233769,-0.38711798144520065,3,1,-0.11068339999999999,3,1,3
1203,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1630000000.0,2.943,3.15,3.0,2.5,16965.0,2851.0,Operation,MTH002,-0.1,-0.1,13.0,Climate Action,-0.06752318656879244,-0.08186301502501268,-0.06006087295051403,-0.02468787342673788,-0.06045452369195183,-0.016090778006062435,0.0239063837815357,-0.010771496982788483,0.03669078663525207,-0.08562836598982339,3,1,-0.10000000000000002,3,1,3
1204,WEU,Western Europe,DE,Germany,1490000000.0,3.162,3.702,2.862,2.548,4920.0,7419.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.06695711222496659,-0.0812419805015468,-0.056587680362901224,-0.0064982172518334245,-0.06185331209587631,-0.021417043209161307,0.03359224138401601,-0.02407868621191272,0.100389433055554,-0.07372821505961942,2,1,-0.1,2,1,1
1205,WEU,Western Europe,CH,Switzerland,5305365000.0,2.879,3.25,2.5,2.667,637605.0,503162.0,Operation,MTH002,-0.1,-0.1,2.0,Zero Hunger,-0.06671111859367221,-0.08074175896434548,-0.05599730348198891,-0.01600376593554311,-0.05989754123176231,-0.010269571251691811,0.029191485141354022,-0.010545851696706614,0.03994559256543794,-0.10086584311005171,1,1,-0.1,1,1,1
1206,WEU,Western Europe,ES,Spain,2980000000.0,1.998,2.138,1.785,2.0,1802.0,0.0,Operation,MTH001,-0.25,-0.25,11.0,Sustainable Cities and Communities,-0.5231671494230111,8.892558360561939,0.18082121223557182,0.06377157516113993,0.10843522218955284,0.03212558646813905,-0.01728258947535932,-0.016131765891668388,-0.05624929511692168,0.11341430038055014,9,1,-0.1,9,1,3
1207,EEU,Eastern Europe,CZ,Czechia,1114065013.0,2.646,3.8,1.75,1.643,13722.0,370328.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.0895252213271116,-0.11958021362537644,-0.14043687578061326,-0.0909180113673036,-0.21181225330890335,-0.09939667904694435,1.4119600900448739,0.24839018956379316,-0.8353259550610866,0.7032948669756246,2,1,-0.1,2,1,1
1208,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,3371500000.0,3.16,3.602,2.807,2.786,41015.0,5405.0,Operation,M.75.2.P,0.090923921,0.090923921,3.0,Good Health and Wellbeing,-0.06187112635968803,-0.07435649629383814,-0.048935741174278555,-0.019609841507060934,-0.04507353564163407,-0.012607839989297313,0.047142884593858084,-0.00010848939983628917,0.0014544354043949026,-0.028171930775020764,1,1,0.090923921,1,1,1
1211,WEU,Western Europe,NL,Netherlands,3080000000.0,2.926,3.557,2.75,2.0,50000.0,17000.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.0672186672363599,-0.08362011033652275,-0.06409812444787939,-0.028052150301538882,-0.06511412071928807,-0.01879132735133617,0.030326213399853842,-0.013523931498040364,0.05026936515413477,-0.12968796517362774,1,1,-0.1,1,1,1
1213,WEU,Western Europe,CH,Switzerland,4440000000.0,3.129,3.9,2.675,2.286,7600.0,5500.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.07620689092848848,-0.10206096290376862,-0.07704782065556545,-0.09999774239435155,0.7066830672047965,0.07112282274147912,0.04992592756456846,0.031095209125559582,-0.10291781224196374,0.15076655309173748,2,1,-0.1,2,1,1
1214,WEU,Western Europe,LU,Luxembourg,1116728000.0,2.449,2.465,2.143,2.786,747.0,111.0,Operation,MTH002,-0.1,-0.1,9.0,"Industry, Innovation and Infrastructure",-0.05283959250423957,0.42574907614435803,-0.034409682222355034,-0.016473180383517593,-0.020896125676073928,-0.007986672471196892,0.007739694968498412,-0.00820089031992456,0.0172130107161998,-0.044774284570918595,2,1,-0.1,2,1,1
1224,WEU,Western Europe,NL,Netherlands,1732400000.0,2.978,3.413,2.9,2.286,32666.0,3860.0,Raw materials,C.28.94.P,0.176328502,0.176328502,8.0,Decent Work and Economic Growth,-0.0669791783968591,-0.0843415603331349,0.3578392632102849,0.0007199702139427084,-0.005985472667164848,-0.01109202962255158,-0.022028404626036505,0.0006819906887598669,-0.0051153156136866575,0.3618687264355363,2,1,0.176328502,2,1,2
1225,WEU,Western Europe,BE,Belgium,3360000000.0,2.686,3.012,2.827,1.929,24256.0,4085.0,Operation,MTH002,-0.1,-0.1,12.0,Responsible Consumption and Production,-0.06362438494621014,-0.07569280281965074,-0.050040564337520375,-0.019720026103270314,-0.04587654932208452,-0.01216355808259067,0.01318538401383085,0.0007353640700491663,0.024613282406354728,-0.051905237118989214,1,1,-0.1,1,1,1
1226,WEU,Western Europe,CH,Switzerland,828744000.0,3.128,3.6,3.1,2.31,441.0,1357.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing,0.4208253866056095,-0.06336162329450502,0.3621755752942006,0.004535032675768842,-0.028103017012892226,-0.005473155149575012,0.015180782542199288,-0.004920825036940227,0.02080194522810869,-0.21257731518868175,2,1,-0.1,2,1,2
1227,WEU,Western Europe,JE,Jersey,661000000.0,3.374,4.0,2.012,3.881,637.0,91.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.06575512034462594,-0.07863815336568364,-0.06892385772206125,-0.046329850178441725,0.10622993041630074,-0.0014990829315399267,-0.011259966100174356,-0.004832468817667943,0.03459135797538166,-0.052862079020133027,1,1,-0.1,1,1,1
1229,WEU,Western Europe,DE,Germany,9300000000.0,2.352,2.13,2.9,2.095,115383.0,8264.0,Operation,MTH002,-0.1,-0.1,12.0,Responsible Consumption and Production,-0.06467129602619512,-0.07741682264956168,-0.052268969989448036,-0.015323508657900968,-0.052355190968594846,-0.0023781852744104034,0.020003946409604154,-0.012814122349213811,0.04128781433717711,-0.0617540678943039,2,1,-0.1,2,1,2
1238,NAM,Northern America,CA,Canada,19400000000.0,3.544,3.418,3.652,3.643,205624.0,47661.0,Farming,A.1.4.B,-0.073516405,-0.073516405,12.0,Responsible Consumption and Production,-0.06268210408150394,-0.0742701016192529,-0.04798742754754581,-0.018337393927532815,-0.04217192831288452,-0.010978456313400947,0.015294527046668005,-0.005970195392094017,0.022607190786772008,-0.04891703349910382,3,1,-0.073516405,3,1,1
1239,WEU,Western Europe,DE,Germany,1392163000.0,2.023,1.0,3.0,2.69,7650.0,7760.0,Operation,MTH002,-0.1,-0.1,9.0,"Industry, Innovation and Infrastructure",-0.06455519995832026,-0.07717158823277588,-0.05278359952270089,-0.01670498048705632,-0.05219338222648077,0.013026864463760994,0.015881449021082416,-0.009681932128512023,0.022090660993059046,-0.05325385183163187,1,1,-0.1,1,1,1
1242,WEU,Western Europe,IT,Italy,440714000.0,3.042,3.53,3.0,2.214,1962.0,400.0,Operation,MTH002,-0.2,-0.2,3.0,Good Health and Wellbeing,-0.07911292232203065,-0.10157131213626323,-0.09683798978289385,-0.03984236210042166,-0.06319807234978972,-0.03599743059310877,0.07674533491726797,-0.06610976961317055,0.27992853714347765,-0.35223557138333744,6,1,-0.215171517,6,1,3
1243,WEU,Western Europe,SE,Sweden,3410000000.0,2.752,2.961,2.9,2.2,48140.0,3215.0,Other,ENVIB010,-0.1,-0.1,12.0,Responsible Consumption and Production,-0.06259955902014479,-0.07408479022434947,-0.047713249955638144,-0.018464727886803985,-0.04175435932728153,-0.01080228260787917,0.01524271642098709,-0.006249724503957294,0.022294933106199292,-0.04819782330853395,1,1,-0.1,1,1,1
1245,WEU,Western Europe,DE,Germany,817000000.0,3.235,4.0,2.72,2.476,38092.0,35629.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.06409714835726733,-0.07647233362837344,-0.050921868312833476,-0.01585801097419264,-0.04703559309850867,-0.010562620607789466,0.01884896505924936,-0.007466463052085886,0.02698374488359898,-0.06082998925918774,1,1,-0.1,1,1,1
1246,WEU,Western Europe,IT,Italy,830700000.0,3.089,2.863,3.917,2.5,36110.0,34481.0,Operation,MTH002,-0.3,-0.3,11.0,Sustainable Cities and Communities,-0.07190472789142997,-0.08907821671288566,-0.06659968845168084,-0.014633213753545636,-0.08105597202855971,-0.010567100325406928,0.044452542848649135,-0.015401727231786289,0.05964603317883798,-0.15837674105969787,2,1,-0.4,2,1,2
1248,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,2045400000.0,3.017,3.658,3.004,1.881,5520.24,9060.42,Manufacturing,C.21.9.B,-0.073081686,-0.073081686,9.0,"Industry, Innovation and Infrastructure",0.524133367007334,-0.05971332198559598,-0.06284201526637018,-0.06448538015313227,0.3797925836722411,0.03484279361242189,-0.04437010369493889,0.0157137215358707,0.0009237270737837929,0.0002877372561575665,12,1,-0.0036918315000000063,12,1,3
1249,WEU,Western Europe,LU,Luxembourg,515654000.0,3.439,3.734,3.461,2.881,1720.0,273.0,Farming,A.1.4.B,-0.097704494,-0.097704494,3.0,Good Health and Wellbeing,0.414469886203584,-0.052281796920311166,-0.05122923286998805,-0.02879530657069957,0.03439296401696592,-0.00481097108494994,0.0007509513267677632,-0.004600030016224016,0.025234465654505926,-0.043568951925816474,3,1,-0.09770449399999999,3,1,2
1252,WEU,Western Europe,IT,Italy,1890600000.0,2.926,3.134,3.088,2.357,317414.0,7644.0,Disposal ,C.17.1.B,-0.2,-0.2,12.0,Responsible Consumption and Production,-0.07052332074108107,-0.08707389164175834,-0.06810986901942503,-0.030940483627081832,-0.06100311911528519,-0.015213643270170671,0.05276777659704438,-0.014081051646525629,0.05246277410432744,-0.205548430107871,2,1,-0.15000000000000002,2,1,1
1262,WEU,Western Europe,IT,Italy,3510000000.0,2.67,3.1,3.0,1.5,6176.45,4761.1,Operation,J.58.20.P,0.1,0.1,9.0,"Industry, Innovation and Infrastructure",-0.07707564101513341,-0.09865441676688501,-0.10714485019576762,-0.059689558748854926,-0.2525956311239543,-0.10707276959673721,-0.5370630769608581,-0.5037522455870929,-0.352981535998034,0.23750780055107917,1,1,0.1,1,1,1
1263,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,28300000000.0,3.553,4.709,3.153,1.952,44840.0,311882.0,End-use,H.49.6.B,-0.078800187,-0.078800187,12.0,Responsible Consumption and Production,0.868273813902291,-0.027015209131872633,-0.033793991639898484,-0.011715500822587472,-0.03340073005291147,-0.007684152539736355,0.01165193600963613,-0.004101840816244177,0.015218285323195302,-0.031468577889895356,2,1,-0.078800187,2,1,1
