entity_id,region_code,region_name,country_code,country_name,revenue,overall_score,environmental_score,social_score,governance_score,target_scope_1,target_scope_2,activity_type,activity_code,env_score_adjustment,env_score_adjustment_capped,sdg_id,sdg_name,Sector_Comp_1,Sector_Comp_2,Sector_Comp_3,Sector_Comp_4,Sector_Comp_5,Sector_Comp_6,Sector_Comp_7,Sector_Comp_8,Sector_Comp_9,Sector_Comp_10,num_env_activities,has_env_activity,avg_env_adjustment,num_sdgs,has_sdg,unique_sdgs,target_scope_1_log,target_scope_2_log,revenue_safe,rev_x_env,rev_x_gov,E_x_S,S_x_G,E_x_G,revenue_log1p,esg_mean,esg_var,env_norm,gov_norm,soc_norm
102,WEU,Western Europe,DE,Germany,1316803000.0,3.355,4.4,2.876,2.048,577624.0,170126.0,Other,ENVIB010,-0.1,-0.1,2.0,Zero Hunger,-0.0763579843217343,-0.1033984267922989,-0.0735504144873268,-0.1101036673686476,0.8900510804867782,0.0988513769442143,-0.0962069638318024,0.0112025626743276,-0.035777417282422,0.1112691947178701,1,1,-0.1,1,1,1,13.266680148172567,12.044300495946384,1316803000.0,5793933200.0,2696812544.0,12.6544,5.890048,9.0112,20.9984726668942,3.108,1.4233440000000006,1.4157014157014158,0.6589446589446589,0.9253539253539252
106,WEU,Western Europe,DE,Germany,426258000.0,2.162,1.95,2.375,2.286,2223.0,131.0,Operation,MTH001,-0.5,-0.5,9.0,"Industry, Innovation and Infrastructure",-0.116090872146183,0.9391871639634888,-0.0279845520463043,-0.0128214332741879,-0.0325238982004489,-0.0097749854744,-0.0021829996366416,-0.0017419479559917,0.0119502659940587,-0.0327159116305657,4,1,-0.3,4,1,1,7.707062655370473,4.882801922586371,426258000.0,831203100.0,974425788.0,4.63125,5.42925,4.4577,19.870555357060322,2.203666666666667,0.050240333333333345,0.8848888216608681,1.0373619724701255,1.0777492058690061
972,WEU,Western Europe,IT,Italy,16300000000.0,2.218,2.407,2.056,2.071,104418.0,232269.0,Operation,MTH002,-0.1,-0.1,7.0,Affordable and Clean Energy,-0.137937099881183,1.3853536861790443,-0.0130338520999974,-0.0066884690963479,-0.0204713009540422,-0.0056082608937352,0.0019924739124525,-0.0045939772815624,0.0079901456268317,-0.0217059625754235,4,1,-0.1,4,1,2,11.556166930209244,12.355655767069663,16300000000.0,39234100000.0,33757300000.000004,4.948792,4.257976,4.984897,23.51443094482048,2.1780000000000004,0.039386999999999985,1.1051423324150595,0.950872359963269,0.9439853076216711
999,WEU,Western Europe,NL,Netherlands,4110000000.0,1.987,2.12,2.014,1.714,3684.0,204.0,Operation,MTH001,-0.25,-0.25,16.0,"Peace, Justice and Strong Institutions",-0.1641063182130475,1.9198088458459224,0.0048753327650076,0.0006581026110552,-0.006033703185072,-0.0006170135899509,0.0069942014541881,-0.0080103738794141,0.0032463859367134,-0.0085173350401929,2,1,-0.25,2,1,2,8.212025804623437,5.3230099791384085,4110000000.0,8713200000.0,7044540000.0,4.26968,3.4519959999999994,3.63368,22.136688865697863,1.9493333333333336,0.04434533333333335,1.0875512995896033,0.8792749658002734,1.0331737346101229
1054,WEU,Western Europe,FR,France,1250000000.0,2.885,3.46,1.984,2.929,1375.0,2510.0,Operation,X.XX.3.B,-0.25,-0.25,4.0,Quality Education,-0.0641395702525688,-0.0765192250701232,-0.0515033934931767,-0.0204286852943558,-0.0482874228568147,-0.0129894431193727,0.0116852630357003,-0.0127353618294011,0.021501344450614,-0.0528447236782676,1,1,-0.25,1,1,1,7.226936018493289,7.828436359157585,1250000000.0,4325000000.0,3661250000.0,6.86464,5.811135999999999,10.13434,20.94640938906062,2.791,0.558927,1.2396990326048012,1.0494446434969544,0.7108563238982444
1055,WEU,Western Europe,LU,Luxembourg,1704800000.0,3.133,3.8,2.8,2.333,63214.0,56730.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.0763579843217345,-0.1033984267922989,-0.0735504144873268,-0.1101036673686478,0.8900510804867805,0.0988513769442145,-0.0962069638318027,0.0112025626743274,-0.035777417282422,0.1112691947178705,1,1,-0.1,1,1,1,11.054296893745999,10.946076077522912,1704800000.0,6478240000.0,3977298400.0000005,10.639999999999999,6.5324,8.865400000000001,21.25671363933526,2.9776666666666665,0.5616963333333331,1.2761670211575058,0.7834993843053847,0.9403335945371096
1060,WEU,Western Europe,FR,France,563108000.0,2.769,2.798,2.434,3.119,16227.0,163.0,Disposal ,C.25.06.P,0.060046918,0.060046918,7.0,Affordable and Clean Energy,-0.0640181265987833,-0.0737824344559893,-0.0509324040051751,-0.0154606969837534,-0.0477653615537858,-0.0019098145629168,0.0161981127479671,-0.0087662729421356,0.0240567204775164,-0.0571157903897973,2,1,0.060046918,2,1,1,9.694493424326337,5.099866427824199,563108000.0,1575576184.0,1756333852.0000002,6.810332000000001,7.591646000000001,8.726962,20.148981998967802,2.783666666666667,0.11746033333333335,1.0051490839420427,1.1204646150161657,0.8743863010417914
1063,WEU,Western Europe,PT,Portugal,5142600000.0,2.727,2.54,2.203,3.69,31861.0,74807.0,Disposal ,Q.86.1.P,0.03242468,0.03242468,9.0,"Industry, Innovation and Infrastructure",-0.1128119137544807,0.9237017723150548,-0.0202597928736447,-0.0083581077532427,-0.0223864068100184,-0.0052945278839638,0.0104623144441235,-0.0068501750205204,0.0117457689443757,-0.0259361401002993,1,1,0.03242468,1,1,1,10.36916935613284,11.222680110115283,5142600000.0,13062204000.0,18976194000.0,5.595619999999999,8.129069999999999,9.3726,22.36082462529162,2.811,0.6078730000000001,0.9035930273923871,1.312700106723586,0.783706865884027
1064,WEU,Western Europe,FR,France,715000000.0,3.177,3.742,2.617,2.833,12698.0,1814.0,Farming,A.1.3.B,-0.25,-0.25,2.0,Zero Hunger,-0.0672186672363596,-0.083620110336523,-0.0640981244478798,-0.0280521503015389,-0.065114120719288,-0.0187913273513361,0.0303262133998538,-0.0135239314980402,0.0502693651541347,-0.1296879651736273,1,1,-0.25,1,1,1,9.449278529189034,7.503840746698951,715000000.0,2675530000.0,2025595000.0000002,9.792814,7.4139610000000005,10.601086,20.387793102056882,3.064,0.356427,1.2212793733681462,0.9246083550913838,0.85411227154047
1074,WEU,Western Europe,FR,France,1283277000.0,3.37,3.9,3.3,2.5,13537.81,5076.68,Operation,G.47.4.B,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.06721866723636,-0.0836201103365233,-0.0640981244478797,-0.0280521503015389,-0.0651141207192879,-0.018791327351336,0.0303262133998542,-0.0135239314980405,0.0502693651541349,-0.1296879651736278,1,1,-0.1,1,1,1,9.513315654863883,8.532609743343171,1283277000.0,5004780300.0,3208192500.0,12.87,8.25,9.75,20.972682800289892,3.233333333333333,0.4933333333333333,1.2061855670103094,0.7731958762886599,1.020618556701031
1077,WEU,Western Europe,FR,France,1406689000.0,3.077,3.29,3.12,2.643,3008.0,3062.0,Transportation,M.70.4.P,0.1,0.1,12.0,Responsible Consumption and Production,-0.0625351833016595,-0.074045332932377,-0.0460783693090819,-0.0187772237628187,-0.0430449181053753,-0.0116081323349956,0.0284504832041107,-0.004070464912883,0.0128086448012737,-0.0408816397122208,2,1,0.1,2,1,1,8.009363076630045,8.027150106832774,1406689000.0,4628006810.0,3717879026.9999995,10.264800000000001,8.24616,8.69547,21.064504553688327,3.017666666666667,0.11250633333333343,1.0902463271843588,0.8758422622335136,1.0339114105821274
1078,NAM,Northern America,US,United States of America,6120000000.0,3.068,3.8,3.039,1.786,8825.0,1597.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.0841298833698841,-0.1178847034342223,-0.0986215392885976,-0.1603171385354669,1.2962938385507532,0.1407744895494697,-0.14971302333321,0.0174050805263084,-0.0448874697252588,0.156472485546898,4,1,-0.2,4,1,3,9.085457189829492,7.37650812632622,6120000000.0,23256000000.0,10930320000.0,11.5482,5.427654,6.7867999999999995,22.534827933634045,2.875,1.0342209999999998,1.3217391304347825,0.6212173913043478,1.0570434782608695
1079,WEU,Western Europe,LU,Luxembourg,715000000.0,3.083,3.25,3.0,2.881,2203.0,2288.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.0648631109698732,-0.0776588221036391,-0.0534159107169857,-0.0214642660762216,-0.0519254203229506,-0.0142490319351796,0.0091782116336403,-0.0166938091114167,0.0207104772626481,-0.055279864702485,1,1,-0.1,1,1,1,7.698029170272805,7.735870319952567,715000000.0,2323750000.0,2059914999.9999998,9.75,8.642999999999999,9.363249999999999,20.387793102056882,3.0436666666666667,0.03547033333333337,1.0677910415069543,0.9465556894097031,0.9856532690833424
1091,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,2350200000.0,3.07,3.653,2.711,2.452,242.4,1726.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.0648631109698731,-0.0776588221036388,-0.0534159107169858,-0.021464266076221,-0.0519254203229505,-0.0142490319351796,0.0091782116336402,-0.0166938091114168,0.0207104772626477,-0.0552798647024852,1,1,-0.1,1,1,1,5.494706180553427,7.454141078146678,2350200000.0,8585280600.0,5762690400.0,9.903283,6.647372,8.957156,21.57776626828961,2.9386666666666663,0.3994743333333334,1.2430807622504538,0.8343920145190563,0.9225272232304901
1129,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1041090000.0,3.119,3.714,1.988,3.405,11057.0,14914.0,Other,ENVIB010,-0.1,-0.1,4.0,Quality Education,-0.0641395702525689,-0.0765192250701238,-0.0515033934931767,-0.020428685294356,-0.0482874228568138,-0.0129894431193726,0.0116852630357,-0.0127353618294012,0.0215013444506143,-0.0528447236782673,1,1,-0.1,1,1,1,9.310909426897878,9.61012269694885,1041090000.0,3866608260.0,3544911450.0,7.383432,6.769139999999999,12.64617,20.76353407913414,3.0356666666666663,0.8470743333333333,1.223454485560558,1.1216646535631931,0.6548808608762491
1131,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,5100000000.0,3.482,3.071,5.0,2.4,7455.0,14923.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.0664859263455187,-0.0803068492612332,-0.057842831714345,-0.0235573237862275,-0.0577655511893246,-0.01551447936885,0.0212187838545708,-0.0116195824358161,0.0341963466123309,-0.0787315134071492,1,1,-0.1,1,1,1,8.916774356365426,9.610725934341048,5100000000.0,15662100000.0,12240000000.0,15.355,12.0,7.3704,22.35250637687277,3.4903333333333335,1.8218803333333333,0.8798586572438163,0.6876134084614649,1.4325279342947186
1132,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1115200000.0,3.244,3.913,3.0,2.333,173229.0,57301.0,Raw materials,C.32.41.B,-0.087032617,-0.087032617,12.0,Responsible Consumption and Production,-0.0756780623467829,-0.1022703542749937,0.7572810654827733,0.0203657482983147,-0.0234377451280907,-0.0034803705202293,0.0189894009135775,-0.0058933818309773,0.0269026757455751,-0.394925430292203,1,1,-0.087032617,1,1,1,12.062375470272986,10.956090806107662,1115200000.0,4363777600.0,2601761600.0,11.738999999999999,6.9990000000000006,9.129029000000001,20.832299598867234,3.0820000000000003,0.6291429999999998,1.2696301103179752,0.7569759896171318,0.9733939000648928
1140,WEU,Western Europe,NL,Netherlands,417000000.0,2.776,2.793,3.0,2.476,78.0,126.0,Operation,J.58.101.B,-0.25,-0.25,9.0,"Industry, Innovation and Infrastructure",-0.0770756410151334,-0.0986544167668852,-0.1071448501957678,-0.0596895587488548,-0.2525956311239548,-0.1070727695967375,-0.5370630769608594,-0.5037522455870942,-0.3529815359980351,0.2375078005510799,1,1,-0.25,1,1,1,4.3694478524670215,4.844187086458591,417000000.0,1164681000.0,1032492000.0,8.379000000000001,7.428,6.915468000000001,19.848596782161156,2.7563333333333335,0.06965233333333334,1.013302696819446,0.8982948361349619,1.0884024670455918
1142,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,716484000.0,2.943,3.761,2.383,2.143,6347.0,3709.0,Operation,MTH002,-0.138696255,-0.138696255,3.0,Good Health and Wellbeing,-0.0770753328960117,-0.0985244657694028,-0.0932856964640127,-0.0564936254165609,-0.1325018880724379,-0.057553980094254,0.7411583326519358,0.1248071446884876,-0.423268913369633,0.3370168021111404,4,1,-0.138696255,4,1,1,8.7558950816463,8.21878715560148,716484000.0,2694696324.0,1535425211.9999998,8.962463,5.106769,8.059823,20.389866475604272,2.762333333333333,0.7624013333333336,1.3615301073971282,0.7757934113672017,0.8626764812356704
1157,WEU,Western Europe,DK,Denmark,7780000000.0,3.185,3.65,2.9,2.69,74384.0,19399.0,Operation,MTH002,-0.1,-0.1,9.0,"Industry, Innovation and Infrastructure",-0.0657551203446259,-0.0786381533656835,-0.0689238577220612,-0.0463298501784417,0.1062299304163007,-0.0014990829315399,-0.0112599661001742,-0.0048324688176679,0.0345913579753816,-0.0528620790201331,1,1,-0.1,1,1,1,11.217009587591344,9.87302834505142,7780000000.0,28397000000.0,20928200000.0,10.584999999999999,7.800999999999999,9.8185,22.774822175265246,3.08,0.2547,1.185064935064935,0.8733766233766234,0.9415584415584415
1160,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,754600000.0,2.729,3.0,2.988,1.929,1293.0,1005.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.063238554790243,-0.0746473819731173,-0.0513935821469229,-0.0213010212650813,-0.0581709979795169,-0.0186475347294191,-0.0334861578795741,0.0966623580616846,0.0218094407958801,-0.0234756098272121,2,1,-0.1,2,1,2,7.165493475060845,6.913737350659685,754600000.0,2263800000.0,1455623400.0,8.964,5.763852,5.787,20.44169836681969,2.639,0.378111,1.1367942402425162,0.7309586964759379,1.1322470632815462
1162,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1123600000.0,2.857,3.2,2.4,2.786,205.9,3932.5,Operation,J.58.20.P,0.1,0.1,16.0,"Peace, Justice and Strong Institutions",-0.0717460360728054,-0.0852122486606122,-0.0854881822527672,-0.0449881268950452,-0.185533537644819,-0.0773270430274115,-0.3924608517350475,0.8328046843023882,0.0321793067393853,0.1328207189998466,1,1,0.1,1,1,1,5.332235584751498,8.277284893769297,1123600000.0,3595520000.0,3130349600.0,7.68,6.6864,8.9152,20.83980365408436,2.7953333333333332,0.16006533333333342,1.1447650846649178,0.996661101836394,0.8585738134986883
1170,NAM,Northern America,CA,Canada,2664900000.0,3.213,3.913,2.977,2.238,22879.0,910.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.0742142549908431,-0.0984796410629541,0.0851866124923931,-0.0731974531257858,0.5675621851065638,0.0603417575495768,-0.0581797249611711,0.0049076772348403,-0.0104981323081199,-0.0160927260442637,3,1,-0.1,3,1,2,10.038018445493734,6.814542897259958,2664900000.0,10427753700.0,5964046200.0,11.649000999999998,6.662526,8.757294,21.703432370783286,3.042666666666667,0.7046403333333332,1.286042944785276,0.7355390008764241,0.9784180543382996
1171,WEU,Western Europe,ES,Spain,951029000.0,3.892,4.823,3.894,2.214,9866.0,21117.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.064493497540608,-0.0772788577525697,-0.0413320384903611,-0.0207437038877326,-0.0538866581318637,-0.0150205521150084,0.0309252066037713,-0.0282416635956917,0.1275164928332429,-0.0130558694939226,3,1,-0.1,3,1,1,9.196951134857168,9.95788103636646,951029000.0,4586812867.0,2105578206.0,18.780762000000003,8.621316,10.678122,20.67305511531283,3.643666666666667,1.7487203333333339,1.323666636172354,0.6076296770652273,1.068703686762419
1179,WEU,Western Europe,ES,Spain,421000000.0,3.252,3.52,2.88,3.214,21074.42,34687.78,Other,ENVIB010,-0.2,-0.2,3.0,Good Health and Wellbeing,-0.0672186672363598,-0.0836201103365233,-0.0640981244478793,-0.0280521503015388,-0.065114120719288,-0.0187913273513361,0.030326213399854,-0.0135239314980406,0.0502693651541348,-0.1296879651736277,1,1,-0.2,1,1,1,9.955862711497103,10.45417157070887,421000000.0,1481920000.0,1353094000.0,10.137599999999999,9.256319999999999,11.31328,19.85814339402195,3.2046666666666668,0.10246533333333338,1.0983981693363845,1.0029124193883918,0.8986894112752236
1181,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,3050000000.0,2.853,3.387,2.882,1.857,18199.0,4680.0,Operation,MTH002,-0.1,-0.1,9.0,"Industry, Innovation and Infrastructure",-0.0657551203446259,-0.0786381533656834,-0.0689238577220613,-0.0463298501784417,0.1062299304163009,-0.0014990829315399,-0.0112599661001743,-0.0048324688176681,0.0345913579753816,-0.052862079020133,1,1,-0.1,1,1,1,9.809176873064887,8.45126704130007,3050000000.0,10330350000.0,5663850000.0,9.761334,5.3518740000000005,6.289659,21.8384074278936,2.7086666666666663,0.6077583333333334,1.2504307162195423,0.6855771597341866,1.0639921240462713
1182,WEU,Western Europe,FR,France,1210000000.0,2.703,3.103,2.47,2.262,14193.0,30353.0,End-use,F.42.12.P,0.1325,0.1325,9.0,"Industry, Innovation and Infrastructure",-0.0744798284676336,-0.0984041538575064,0.5412893428240978,0.0076198513967356,-0.0357542290962733,-0.0073096824769173,0.0237862379207232,-0.0119087303604402,0.0526936189967915,-0.3129431057692514,6,1,0.1325,6,1,2,9.560574619084928,10.32068358351999,1210000000.0,3754630000.0000005,2737020000.0,7.664410000000001,5.587140000000001,7.018986000000001,20.91388619738151,2.611666666666667,0.19187233333333342,1.188130185067007,0.8661135928525845,0.9457562220804084
1190,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,2850000000.0,2.548,2.495,2.905,2.214,134278.0,4842.0,Disposal ,C.28.40.P,0.031,0.031,12.0,Responsible Consumption and Production,-0.1296071410573475,-0.2255125584107706,5.155338573716066,0.2846125832297865,-0.0787941814257183,-0.0221792532193237,-0.1968513357915379,0.0416968402855591,-0.194809525544969,2.2780791421129343,16,1,0.054,16,1,1,11.807675003940831,8.48528964240323,2850000000.0,7110750000.0,6309900000.0,7.247974999999999,6.4316699999999996,5.52393,21.770584831577846,2.5380000000000003,0.12075699999999993,0.983057525610717,0.8723404255319148,1.1446020488573678
1195,WEU,Western Europe,FR,France,6050000000.0,3.17,3.859,3.449,1.595,45800.0,3500.0,Farming,I.56.1.B,-0.07258118,-0.07258118,12.0,Responsible Consumption and Production,-0.0658239692276115,-0.0807957870281208,0.0190889343533657,-0.0185265904744954,-0.0481099118570945,-0.0133196230924148,0.0212038937845351,-0.0084221395908705,0.0338489433284068,-0.1119290381132729,5,1,-0.07258118,5,1,1,10.732061203925053,8.160803920954665,6050000000.0,23346950000.0,9649750000.0,13.309690999999999,5.501155,6.155105,22.52332410915445,2.9676666666666667,1.455185333333333,1.3003481972368864,0.5374592833876222,1.1621925193754914
1198,WEU,Western Europe,AT,Austria,1855872600.0,2.972,3.028,2.827,3.048,35049.0,5536.0,Disposal ,C.32.63.P,0.055662483,0.055662483,7.0,Affordable and Clean Energy,-0.0787581957227951,-0.1010939372369992,-0.098784117916774,-0.0507890354488448,-0.0528482207816694,-0.033271878689916,0.075229343838876,-0.0649525413275406,0.2742284781233769,-0.3871179814452006,3,1,-0.1106833999999999,3,1,3,10.464530892462736,8.619208116822968,1855872600.0,5619582232.8,5656699684.8,8.560156,8.616696,9.229344,21.341620827251884,2.9676666666666667,0.014940333333333344,1.0203302257665956,1.027069527125688,0.9526002471077165
1203,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1630000000.0,2.943,3.15,3.0,2.5,16965.0,2851.0,Operation,MTH002,-0.1,-0.1,13.0,Climate Action,-0.0675231865687924,-0.0818630150250126,-0.060060872950514,-0.0246878734267378,-0.0604545236919518,-0.0160907780060624,0.0239063837815357,-0.0107714969827884,0.036690786635252,-0.0856283659898233,3,1,-0.1,3,1,3,9.73896662036768,7.955775781534187,1630000000.0,5134500000.0,4075000000.0,9.45,7.5,7.875,21.21184585237858,2.8833333333333333,0.11583333333333332,1.092485549132948,0.8670520231213873,1.0404624277456647
1204,WEU,Western Europe,DE,Germany,1490000000.0,3.162,3.702,2.862,2.548,4920.0,7419.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.0669571122249665,-0.0812419805015468,-0.0565876803629012,-0.0064982172518334,-0.0618533120958763,-0.0214170432091613,0.033592241384016,-0.0240786862119127,0.100389433055554,-0.0737282150596194,2,1,-0.1,2,1,1,8.501267040865978,8.911934336161426,1490000000.0,5515980000.0,3796520000.0,10.595124,7.292376,9.432696,21.12204195757492,3.037333333333333,0.35598533333333326,1.2188323090430202,0.8388937664618087,0.9422739244951712
